steering_std,steering_min,steering_input_max,altitude_max,esc_std,full_road_diversity,max_angle,min_angle,road_distance,std_angle,outcome
-1.057280017,1.005924467,-1.143323871,-1.206815957,-1.612319955,0.27908399,0.156422522,-1.274452114,0.979597678,0.833815363,0
-0.65322645,0.995365069,-1.118058137,-1.26555557,-0.632221687,-0.279447854,-0.031155242,-1.653857201,0.306174297,1.051840584,0
-0.541791085,0.647313815,-0.586451459,0.728138476,-1.612319955,0.012644007,-6.51E-05,0.747717208,0.471164059,-0.453594748,0
-0.307599296,0.447388828,-0.315234719,-0.795035911,-1.037305446,-0.199526214,0.101704971,-1.484832006,1.134806029,0.800640965,0
-0.932708897,0.601992074,-0.52272334,1.985952319,-0.002692573,-0.250460318,-0.269477142,0.756191308,0.965372808,-0.714074667,0
-0.954374062,1.202606354,-1.494378901,-1.144366802,-0.314949135,0.890819761,0.909778396,-1.370962646,0.655647834,1.274327865,0
-0.697788179,1.026359029,-1.079567946,-1.305118265,0.318702842,0.59325833,0.313353571,-1.464513254,0.813327938,1.091514321,0
-1.560074438,0.9700072,-1.082972142,-1.047807664,-1.612319955,0.665278431,0.152062612,0.837497127,0.964751546,-0.528949857,0
-0.632522963,-0.213979478,0.42719349,0.773803832,-0.466367912,1.578682943,-0.797977317,0.213821051,0.474260087,-0.059816598,0
-0.48251171,0.831796065,-0.860641994,-0.615269314,-0.52120706,1.50776745,1.155373673,-1.680862196,0.980813334,1.162876203,0
-0.445325969,1.021170843,-1.151138039,-1.048292988,0.062551988,-0.178959023,0.10437315,-1.550855983,0.307295992,1.019618482,0
-1.328676271,0.777075377,-0.776737514,-0.632051067,0.555375146,-0.382820756,-0.271601681,0.776744299,0.636786793,-0.82216551,0
-0.29851723,1.117999778,-1.279570689,-1.336129285,-1.000306722,1.059076948,0.44777608,-1.349343891,0.482957889,1.339243104,0
-0.065194994,-0.68739319,0.846058927,0.645748171,0.42374859,0.27749633,-0.833913928,0.54826981,0.4747262,-0.540698705,0
-1.449742725,0.868495989,-0.918193678,-0.812823225,-0.723540748,-0.243688044,-0.323847031,-1.535002251,0.472609327,1.038227314,0
0.374325559,0.798063582,-0.808653674,-0.367346185,0.292924699,0.436349942,0.106975287,-0.964616151,0.310254404,0.88123924,0
-0.041517126,0.279974421,-0.106526151,-0.175858306,0.309235404,1.082279058,0.26746264,-1.040112214,1.290617568,0.804202232,0
0.120849267,0.398698663,-0.252895058,-0.320519229,-0.74428139,1.304873516,0.945710288,-1.524934425,1.14239521,1.171632071,0
0.864055742,-0.086896576,0.300395883,0.754628824,0.142854048,1.051851393,0.398201533,0.429327149,1.130462255,-0.100799322,0
-1.075706002,1.059431656,-1.235309404,-0.988780304,-0.158083123,0.354976238,-0.126866923,-1.123433614,0.307912396,0.967243965,0
1.038106088,-0.482845153,0.674700489,0.672134078,-1.612319955,0.67536456,-0.082612769,-1.363807609,0.647939165,1.09050194,0
-1.33582626,0.962937949,-1.044458935,-1.190111449,-1.612319955,0.384130343,0.135917397,-1.337805315,0.30875508,1.175190421,0
0.378306386,0.766829856,-0.761275705,-0.594867017,0.788140337,0.87200718,2.46703116,-1.747081155,1.453229885,1.564222763,0
-1.648624205,1.275587022,-1.543623072,-1.28256928,-1.308763374,0.229094748,0.029580883,0.892449717,0.484793357,-0.67931327,0
-1.463419059,1.033124283,-1.166219244,-1.216458869,-1.612319955,0.070356836,0.09886334,-1.484840721,0.97674068,0.857690117,0
-1.426337929,1.115906815,-1.28688426,-1.339661966,-1.612319955,0.266864852,0.175502137,-1.464321101,0.48485819,1.096411654,0
0.205423503,0.515142853,-0.404333684,-0.383525474,1.22349806,-0.092379523,-0.050837968,-1.305552394,1.291734428,0.759005321,0
-0.838750829,0.253023048,-0.074368667,0.609615252,-1.612319955,0.9790456,-0.300986844,0.351176143,0.238454346,-0.061613163,0
0.041289555,1.047975976,-1.215402588,-0.931945842,0.643227495,1.036669861,0.464492794,0.828712652,0.342585036,-0.252175827,0
0.170281007,0.456354071,-0.326865339,-0.641950711,-0.426671317,-0.533516327,0.062434627,0.785985585,-0.031714781,-0.58412931,0
-0.430092094,0.902600021,-0.972621866,-0.576714913,0.966045447,-1.137924471,-0.18441136,0.83196932,-0.272748109,-0.572770914,0
-0.459189196,0.952855663,-1.054537749,-0.752584046,0.00458353,-0.379516298,0.238311367,0.87506832,0.193852928,-0.482130903,0
0.456540167,0.941673454,-1.036131609,-0.747937544,0.595381149,1.741077206,1.555935697,0.906888118,0.478164582,0.792591319,0
-1.00189458,0.858944963,-0.903115353,-0.663992997,0.915853901,-1.217203014,-0.27275761,0.833671308,-0.299892706,-0.721929711,0
-0.419306484,0.997461736,-1.129004773,-0.963331536,-1.612319955,-0.227961639,0.267446548,-1.257892919,0.257364717,1.107920387,0
0.967469501,-0.144113582,0.358313721,0.27452115,-1.612319955,0.324622768,0.154407472,0.516638176,-0.113470971,0.011655528,0
0.271633994,0.934675576,-1.024665565,-0.743899996,0.397593277,0.538896932,0.270064636,0.960847324,0.067516863,-0.449767024,0
0.503214142,0.45810154,-0.329137911,-0.599954813,-0.083505776,0.84204107,0.999283639,0.815641029,-0.102734966,0.228517207,0
0.188822419,0.907798473,-0.980999884,-0.710468208,0.041399496,-0.005598414,0.172398537,0.990594639,0.21356472,-0.650273497,0
-0.746901423,0.933338957,-1.022480094,-0.73555175,0.321303749,-0.074510908,0.29215669,0.88382575,0.211858124,-0.459305267,0
0.56471353,0.600901705,-0.521206901,-0.742164476,0.612288062,-0.394445114,0.256274565,0.798136389,0.171773498,-0.356984935,0
0.929757335,-2.15074988,1.750418618,-2.18756891,-1.612319955,2.088498348,2.46703116,-0.281886265,2.744565767,0.935711548,0
-0.332308253,0.555782677,-0.459134057,-0.674347105,1.649951307,0.220822558,0.134478416,0.832506438,0.443125787,-0.578210034,0
-0.501184381,0.913055193,-0.989493982,-0.762216361,0.042171638,-0.444826136,0.13016749,0.911082339,0.119528485,-0.592295229,0
-1.695595345,0.956267819,-0.994603368,-1.017221685,-0.214101519,0.300760253,-0.292218205,0.871383908,-0.507024628,-0.815593455,0
0.197565957,0.067232492,0.137246654,0.463482442,0.888143946,-0.303960266,0.027241135,0.557681904,-0.013350072,-0.165636107,0
-0.513533179,0.718139545,-0.688837255,-0.938189868,-1.612319955,0.311032583,0.439491085,0.899948759,-0.269191269,-0.357734868,0
0.239401158,-0.604175551,0.77799124,0.626044229,-1.612319955,-0.698114857,2.46703116,0.437768444,-0.529123342,1.344943341,0
