Row,steering_std,steering_min,steering_input_max,altitude_max,esc_std,full_road_diversity,max_angle,min_angle,road_distance,std_angle
mt/set_11/frenetic/test-262,44.81024896,-22.57273958,0.044260274,-27.7736272,0.261335426,96.99770599,39.85208791,-333.8906938,158.9886371,112.3318913
mt/set_11/frenetic/test-385,79.64245059,-201.0890923,0.394292338,-27.75580823,0,487.9471764,19.21824439,-129.5680811,168.789715,49.55308965
mt/set_11/frenetic/test-810,29.22121329,-47.28770111,0.092720983,-27.77090022,0.258107253,41.06267375,24.88260997,-340.513965,188.4332009,89.92331217
mt/set_11/frenetic/test-127,57.7148949,-3.84811847,0.00754533,-27.7724251,0.201661233,146.0715538,80.86097335,-334.8698793,188.913133,92.53465002
mt/set_11/frenetic/test-46,77.53469566,-101.425132,0.198872808,-27.76939884,0.185977052,89.57283411,43.4719163,-13.46956424,168.7499027,14.17103458
mt/set_11/frenetic/test-742,0,221.4400586,-0.259075379,-27.79917021,0,122.6972259,330.0435043,-41.14109322,179.1358602,102.7181922
mt/set_11/frenetic/test-75,56.52050985,-0.874984191,0.001715655,-27.77519078,0,176.9109662,64.24494155,-326.2390419,169.0215664,125.3816283
mt/set_11/frenetic/test-542,84.91583693,-92.72124213,0.181806357,-27.76633047,0.222871187,223.0466971,62.32889682,-326.1137037,178.7640051,117.022435
mt/set_11/frenetic/test-911,64.5783548,-60.40273442,0.118436734,-27.77515936,0,153.3027879,37.23733354,-332.708312,149.2258987,118.8816524
mt/set_11/frenetic/test-190,56.15442939,66.05203087,-0.124128569,-27.77621601,0.066081224,303.1832871,110.5282045,-344.6776664,139.8222469,152.8923737
mt/set_11/frenetic/test-692,73.27570136,-89.17067319,0.174844457,-27.76506608,0.256135777,242.2681696,28.32275099,-299.8555385,129.0864186,127.0643887
mt/set_11/frenetic/test-98,26.34127763,-14.24319629,0.03506781,-27.77606513,0.17287592,316.7259624,93.41728759,-343.8739602,159.0440493,127.2188899
mt/set_11/frenetic/test-479,42.60597454,-35.03304569,0.075309544,-27.77490381,0.252723936,86.35000844,31.39662904,-353.4800006,138.9449046,132.9453335
mt/set_11/frenetic/test-50,118.6834132,-113.1026808,0.221769962,-27.76476417,0.243008298,204.1485095,27.70309076,-277.9189814,158.9528191,108.9046767
mt/set_11/frenetic/test-236,90.86696581,-54.55494573,0.106970482,-27.77378692,0.166929605,144.6632105,63.65115148,-299.7506134,149.5747846,111.2620368
mt/set_11/frenetic/test-2,38.8549112,4.327017795,-0.003044819,-27.77390561,0,210.3675624,63.41229866,-323.4845209,139.1124785,124.1692978
mt/set_11/frenetic/test-42,129.3955699,-189.1453201,0.370873177,-27.76193537,0.266992807,146.3033421,43.22348889,-343.0953974,159.2537316,105.5159978
mt/set_11/frenetic/test-564,64.80436938,-14.12690297,0.02769981,-27.77114042,0,192.1394604,46.53378823,-280.2240538,139.4954368,116.0238074
mt/set_11/frenetic/test-507,67.24985508,-93.87081773,0.184060427,-27.76151775,0.24826435,143.6568249,342.5178154,-343.5819759,158.8152051,162.8082159
mt/set_11/frenetic/test-295,67.14639999,-53.12408197,0.104164867,-27.76748441,0.11545951,68.06330291,51.64118471,-345.4345085,149.2534367,105.8376924
mt/set_11/frenetic/test-7,101.1046769,-285.1572648,0.559131892,-27.76219042,0,205.9370897,298.1171478,-56.87888302,189.4015263,90.91495306
mt/set_11/frenetic/test-260,72.23994111,-15.63207834,0.030651134,-27.76973983,0,218.4362083,56.29717747,-258.5694071,149.4844228,94.79904271
mt/set_11/frenetic/test-578,33.85171715,22.49113165,-0.037743655,-27.7759887,0,473.753849,50.08853979,-239.9387214,129.6340917,101.5815813
mt/set_11/frenetic/test-792,43.01359637,0.435105879,0.000451787,-27.77634088,0.223803112,159.2226435,71.9656379,-329.13031,129.5408783,120.9192392
mt/set_11/frenetic/test-261,92.55489063,-184.8402001,0.362431765,-27.76831903,0,140.8683098,50.00168251,-324.4500213,159.2269647,111.3107946
mt/set_11/frenetic/test-443,89.52058038,-287.2834136,0.563300811,-27.76099568,0.250740602,171.0442552,2.279967025,-62.1397722,129.0510961,21.90711127
mt/set_11/frenetic/test-59,165.3869883,-510,1,-27.7942963,0,344.7550595,27.47748329,-107.2603349,199.0804279,41.04932033
mt/set_11/frenetic/test-940,120.5171177,-277.3448597,0.54381345,-27.76100394,0.271293199,54.75951604,29.94052604,-30.84797612,139.15241,21.53558963
mt/set_11/frenetic/test-390,77.66709803,-114.8853381,0.225265369,-27.76613946,0.167373992,177.4935932,71.8933072,-352.8675139,158.8592706,118.5959911
mt/set_11/frenetic/test-907,62.77295299,-3.135828196,0.006148683,-27.77265893,0,264.9351797,73.72605706,-253.1237659,149.3639931,92.31280283
mt/set_11/frenetic/test-95,33.92747624,5.184041664,-0.004596758,-27.77719072,0,377.1729484,50.86965605,-237.4865005,129.4548212,108.0615167
mt/set_11/frenetic/test-202,65.38608771,-144.3067725,0.282954456,-27.76114585,0.192307692,484.2898565,28.37697961,-79.30109548,129.0518579,43.71291605
mt/set_11/frenetic/test-361,61.54164535,-36.86866168,0.072291493,-27.77504524,0.147405546,158.4336509,81.7202552,5.424316181,139.6531397,20.15784539
mt/set_11/frenetic/test-161,45.61892875,12.76694584,-0.021298092,-27.77503276,0.13898262,97.0669482,53.34936003,-335.7755235,129.4560133,121.8622976
mt/set_11/frenetic/test-634,61.03426548,-43.52133712,0.085335955,-27.77166987,0.222743952,61.62946772,30.06402866,-306.9912938,129.2796089,107.51912
mt/set_11/frenetic/test-228,69.80565799,8.93772584,-0.017524953,-27.7722752,0.176684696,83.99170784,58.20251064,-325.6812451,129.822944,111.7227509
mt/set_11/frenetic/test-690,136.2605955,61.02745352,-0.229480299,-27.79604413,0,188.6357428,327.5073461,-85.67461664,159.4402738,114.6376029
mt/set_11/frenetic/test-504,144.2099066,-305.967694,0.599936655,-27.75830217,0.148096347,358.7347018,96.95415345,-61.32758395,209.4027591,47.25651439
mt/set_11/frenetic/test-594,51.81786798,-0.739088624,0.002073485,-27.77727116,0.168160273,138.6190334,78.77433183,-3.075647295,139.2804603,22.1874533
mt/set_11/frenetic/test-572,33.63224785,-127.2640898,0.249537431,-27.75841031,0.248166809,118.6649923,8.008007846,-47.51919313,148.7329359,15.12850962
mt/set_11/frenetic/test-120,43.7944223,-101.6741664,0.199361111,-27.75498543,0,25.75744406,0.032324535,-25.06774783,128.8395003,8.686063052
mt/set_11/frenetic/test-119,60.2625505,-0.027309998,0.001348468,-27.77397402,0,101.654535,59.45981398,-6.151325862,139.0909722,22.0268622
mt/set_11/frenetic/test-413,84.0215843,-128.3569866,0.251680366,-27.77101099,0,132.7933769,37.91177751,-298.6926163,139.1861801,111.3717899
mt/set_11/frenetic/test-442,144.4432563,-212.0792752,0.415841716,-27.76022097,0.272198391,329.0012936,99.43239969,-80.00176695,179.5710328,48.3098889
mt/set_11/frenetic/test-270,47.75565165,-4.495024605,0.008813774,-27.77471269,0,117.5843436,42.32463692,-312.4983957,148.9396396,117.0254024
mt/set_11/frenetic/test-134,70.13659806,3.289115422,-0.003187402,-27.77631409,0.220127952,172.4898905,86.75597753,-338.3414448,149.4247105,111.9759703
mt/set_11/frenetic/test-950,151.1360875,-205.9949129,0.403911594,-27.75931802,0.237486842,289.768705,94.45770887,-315.918936,129.6658852,123.2554691
mt/set_11/frenetic/test-5,40.24881779,16.02187042,-0.031415432,-27.77671186,0.19825224,186.8360083,66.95633612,-307.2055332,169.4505444,97.49547993
mt/set_11/frenetic/test-411,59.90214528,36.34810987,-0.061674035,-27.77674069,0,461.9673077,107.0916444,-346.7930984,149.580562,156.0335281
mt/set_11/frenetic/test-836,135.4312194,-510,1,-27.7917682,0,181.8655629,56.68766805,-275.6507194,169.2171386,93.21925936
mt/set_11/frenetic/test-232,53.01984839,-137.073974,0.268772498,-27.75809592,0.274168612,171.2246417,18.90620677,-56.05794675,138.87418,25.60535541
mt/set_11/frenetic/test-445,96.68615165,-164.1310901,0.321825667,-27.7713884,0,199.7013292,57.01943563,-276.4354455,129.8216425,108.7925375
mt/set_11/frenetic/test-731,44.51750674,-3.054501378,0.00661307,-27.77456074,0.156891157,106.6574205,41.34237259,-338.2296764,139.0756366,127.8056539
mt/set_11/frenetic/test-9,53.6623629,-42.57193839,0.083474389,-27.77068795,0.193021699,176.0242526,55.74769019,-331.6167068,198.5574925,112.9424176
mt/set_11/frenetic/test-371,122.0156696,-292.6235803,0.573771726,-27.75837629,0.193283312,118.8299148,341.0377665,-38.4871703,208.7230283,92.09719087
mt/set_11/frenetic/test-388,58.40979622,6.950673701,-0.012310629,-27.777779,0.125722698,207.1517171,66.96086375,-317.4641117,159.6002487,112.6108084
mt/set_11/frenetic/test-155,54.55612326,-15.60042769,0.031761889,-27.77665264,0.154872489,223.2591528,69.78728934,-308.6980444,178.9535787,101.6900682
mt/set_11/frenetic/test-584,62.22010885,-55.32502871,0.108480448,-27.75555143,0,229.1752155,355.1260721,-27.48469062,168.700836,112.298267
mt/set_11/frenetic/test-398,50.18549474,-13.82434268,0.027106554,-27.77128825,0,47.00253018,29.17378463,-353.2647974,158.7652385,110.2137637
mt/set_11/frenetic/test-303,70.71902479,-41.01026158,0.080412278,-27.76899164,0.113218154,134.8078144,58.25960357,-330.8044869,159.0982073,119.3101227
mt/set_11/frenetic/test-889,59.66916047,-69.81843523,0.136898893,-27.77124124,0,80.28837759,39.85411712,-325.3436862,198.3346811,93.04572639
mt/set_11/frenetic/test-213,67.10017518,-18.01144227,0.035316553,-27.77583647,0.259171827,172.7690366,68.37969412,-330.674215,189.3000724,95.79320713
mt/set_11/frenetic/test-328,70.32320309,-4.640279796,0.009952747,-27.7761875,0.268193906,241.4414169,42.70905254,-331.1442744,208.7044384,107.8240823
mt/set_11/frenetic/test-588,55.43062244,-63.9260061,0.12534511,-27.77351229,0,122.9612703,66.80994258,1.652799412,138.9887413,22.25939644
mt/set_11/frenetic/test-859,51.88766435,3.901120134,-0.002609017,-27.77353872,0.200493303,284.6724782,86.62474414,-340.1088745,198.9857944,114.3134504
mt/set_11/frenetic/test-10,123.8925613,-277.7543216,0.544616317,-27.76108451,0.102592029,99.10847638,39.539361,-31.57529497,198.9422276,21.76057905
mt/set_11/frenetic/test-280,90.99613085,-127.0004898,0.249020568,-27.77089399,0.177030049,171.9526746,72.88842809,-334.7874234,169.125732,109.4363628
mt/set_11/frenetic/test-277,90.01883499,-136.0822757,0.266827992,-27.76841483,0.2133614,153.2286994,356.5979373,-356.1623751,198.4623052,153.0165507
mt/set_11/frenetic/test-561,80.84868005,-83.59615855,0.163914036,-27.7653629,0.201166998,68.45980458,30.59646378,-26.40067168,149.0583019,16.57249806
mt/set_11/frenetic/test-106,76.25258216,-9.470767517,0.018570132,-27.77116018,0.163601417,173.8911485,69.21530505,3.714197397,139.438533,23.90233998
mt/set_11/frenetic/test-335,48.51490086,-0.424194317,0.001177681,-27.77504395,0,238.2202705,56.57565371,-320.6459519,178.8289964,103.4344493
mt/set_11/frenetic/test-789,71.67910443,-271.1806195,0.336925192,-27.77844453,0,284.7819774,271.6948181,-80.90834866,139.6380706,109.2407284
mt/set_11/frenetic/test-868,89.88718441,-126.7835918,0.248595278,-27.76859829,0.169650349,348.1927517,55.73607692,-260.7874867,159.3010782,102.9614539
mt/set_11/frenetic/test-772,89.39417272,-183.2346075,0.359283544,-27.76346362,0.223296878,105.2533316,39.46911704,-41.35267319,138.9994196,24.82849474
mt/set_11/frenetic/test-830,45.20163114,-86.59757447,0.169799166,-27.7716495,0,36.69681898,19.68597596,-11.05661218,138.7863141,11.0260706
mt/set_11/frenetic/test-670,37.67898168,24.0373748,-0.040731388,-27.77398469,0,973.0510754,340.5188801,-182.4705062,219.1794965,111.7651371
mt/set_11/frenetic/test-805,112.6569993,-168.1792851,0.329763304,-27.76590389,0.148049991,108.4574064,52.22639504,-329.4537938,139.5021441,112.3352495
mt/set_11/frenetic/test-240,38.61772102,-4.862717821,0.009942756,-27.77431524,0.267023694,374.0674428,77.43270117,-339.6357404,168.7511524,131.861316
mt/set_11/frenetic/test-469,75.48767591,-62.20449211,0.121969592,-27.7684816,0.189698908,148.8308793,60.72376475,-303.6163316,149.054482,108.3344204
mt/set_11/frenetic/test-932,90.90615922,5.978015461,-0.008702471,-27.7746512,0.247805506,164.886342,41.00538803,-333.2671438,139.1830343,118.6305967
mt/set_11/frenetic/test-24,66.12751356,-84.81808281,0.166309966,-27.7722899,0.255147016,418.3267969,63.73887294,-251.9690105,218.8498405,80.0827852
mt/set_11/frenetic/test-173,63.41317407,36.45490805,-0.05379361,-27.77486276,0,373.2834222,122.7431014,-307.5454225,139.9167179,139.4339828
mt/set_11/frenetic/test-667,97.65690412,-266.6121036,0.543140039,-27.76119821,0.254754678,115.9764939,30.54547263,-43.5553571,129.2524331,26.29014766
mt/set_11/frenetic/test-565,50.6562512,-15.11477876,0.042783755,-27.77170275,0.240315375,93.7987165,32.4192286,-310.6443173,139.1765245,116.6339555
mt/set_11/frenetic/test-850,74.02612743,-38.28678377,0.075072125,-27.77443055,0.18593246,116.3187504,46.12402091,5.287446139,159.3785463,11.96891669
mt/set_11/frenetic/test-12,38.1882065,1.149293574,0.001780765,-27.7760187,0,119.1150475,49.93603334,0,129.5565847,15.76060437
mt/set_11/frenetic/test-743,62.07051352,-59.864067,0.117380524,-27.77469452,0,232.5232899,70.08784918,-6.166310632,139.161659,22.15886724
mt/set_11/frenetic/test-269,74.2997262,-165.2179273,0.32395672,-27.75985796,0,42.05244472,7.850785673,-52.01011364,128.9944377,18.57315686
mt/set_11/frenetic/test-712,114.2727097,-192.6706417,0.377785572,-27.76377754,0,210.0299606,34.57672038,-264.961508,139.462637,101.4691748
mt/set_11/frenetic/test-608,87.75767553,-281.2924685,0.576087805,-27.7614809,0.313468618,51.96059004,19.19331151,-29.76087089,139.0660986,19.00259446
mt/set_11/frenetic/test-142,83.05570169,-152.8512852,0.299708402,-27.77166945,0.243588576,148.0859406,47.57764379,-299.9514589,149.1886066,100.4103094
mt/set_11/frenetic/test-760,64.73267149,-81.9686713,0.160722885,-27.76986526,0.215686248,35.19970051,21.42445239,-338.913592,138.8843102,110.8548238
mt/set_11/frenetic/test-522,115.43645,-193.6710112,0.379747081,-27.75476691,0.210126032,278.5985842,51.74458911,-87.80959953,159.1590154,45.44073333
mt/set_18/frenetic/test-555,48.52559609,-0.093110907,0.000654558,-27.7752199,0,157.6794657,84.8507787,-333.0278212,129.3173021,121.0408349
mt/set_18/frenetic/test-262,86.86116282,-168.94802,0.331270627,-27.75952466,0.226702757,408.2846435,42.72452968,-71.83219019,218.4361429,32.5938631
mt/set_18/frenetic/test-127,131.7738017,-388.0413416,0.760865376,-27.75796157,0.136374356,145.4447419,11.3233591,-47.8739979,149.0545555,16.50639912
mt/set_18/frenetic/test-151,89.41646966,-157.4220107,0.308670609,-27.76819553,0.216806809,56.36556672,355.6934902,-332.8814054,129.0961344,173.0211858
mt/set_18/frenetic/test-78,38.73626802,-10.76451461,0.021106891,-27.77284732,0.235836635,133.2076436,52.45892866,-323.7423244,148.902193,113.9620306
mt/set_18/frenetic/test-571,59.53379847,-13.85534501,0.027167343,-27.77112958,0,95.56287603,38.61285126,-310.4692116,159.1101525,100.0353485
mt/set_18/frenetic/test-176,106.0758272,-55.38496844,0.108597977,-27.77465628,0.229562096,95.8299276,58.54483086,-349.1271845,129.6493907,120.0690319
mt/set_18/frenetic/test-636,65.02805086,-176.3698455,0.345823226,-27.75849576,0.07516339,66.23920777,12.43656678,-40.07073844,158.6215796,16.98536087
mt/set_18/frenetic/test-479,108.9255908,-220.526828,0.432405545,-27.76148997,0,188.5770199,32.42019153,-70.52930006,149.101544,29.56681284
mt/set_18/frenetic/test-128,90.32089333,-89.28686539,0.175072285,-27.76988501,0.224093931,94.55084412,43.26679818,-299.0153165,179.0998035,84.54321802
mt/set_18/frenetic/test-219,151.646257,-510,1,-27.79327781,0,451.2346284,123.749668,-296.7113238,209.0541316,109.6807308
mt/set_18/frenetic/test-944,53.30660759,-44.56046122,0.087373453,-27.77541463,0.207657767,174.8011153,75.80553152,-334.9729718,209.2894221,90.74602727
mt/set_18/frenetic/test-36,29.60554029,-27.58547374,0.054089164,-27.76652128,0,76.37398252,19.03672177,-7.056511077,128.7649115,10.68667627
mt/set_18/frenetic/test-882,48.85746017,-44.46005706,0.087176582,-27.76380134,0.25525433,56.99621851,27.94186563,-12.89908018,128.9286515,17.1796194
mt/set_18/frenetic/test-136,100.7017681,-168.3366346,0.330071833,-27.76760455,0.162877026,202.6456668,95.07157011,-27.4067799,139.5295147,35.67201379
mt/set_18/frenetic/test-296,149.1997043,-510,1,-27.79425537,0,146.1264873,2.204245632,-71.15824624,169.2058545,18.79105675
mt/set_18/frenetic/test-957,0.261801114,107.658973,-0.304325268,-27.79968976,0,286.549847,94.45454176,-334.5979569,219.1322489,104.0643228
mt/set_18/frenetic/test-95,56.01999342,-27.41205817,0.053749134,-27.76829093,0.272289403,190.1637219,63.50364677,-1.103124163,218.8402636,17.72598257
mt/set_18/frenetic/test-624,91.31195978,-209.0534027,0.409908633,-27.76745651,0,70.84162758,39.18016281,-339.059156,139.0448668,111.5708201
mt/set_18/frenetic/test-441,23.6503992,-0.515105179,0.002254823,-27.77588301,0,185.1755387,32.91910244,-50.12031548,198.9758997,23.46448791
mt/set_18/frenetic/test-228,146.8245568,-195.9916154,0.384297285,-27.75476789,0.092446597,241.3951042,59.18287595,-342.50432,149.7876583,125.6597695
mt/set_18/frenetic/test-851,32.42611371,19.45087211,-0.038138965,-27.77504398,0.186379828,148.8134649,52.4740742,-348.6664489,198.5319727,112.3518935
mt/set_18/frenetic/test-665,80.14295666,-148.0611358,0.290315953,-27.76844817,0,30.35035429,355.7163192,-352.5870951,128.9864972,151.4732549
mt/set_18/frenetic/test-535,0,-109.8752021,0.085108162,-27.79820552,0,287.5008871,258.8331636,-77.71801801,139.6309687,112.1742772
mt/set_18/frenetic/test-736,97.32124917,-137.3873158,0.269386894,-27.7671136,0,149.3583268,33.57846686,-278.6025648,129.5443001,93.87708941
mt/set_18/frenetic/test-711,137.4564514,-370.1606784,0.725805252,-27.75775315,0.227578736,686.8066092,54.61292309,-124.6850852,209.0489915,54.19082472
mt/set_18/frenetic/test-729,87.86978413,-117.7032494,0.230790685,-27.77068118,0.198079623,179.275949,81.79839946,-307.7693585,139.3602966,119.1637361
mt/set_18/frenetic/test-649,47.42144965,-123.1945797,0.241557999,-27.76194426,0,77.21027525,0.465336137,-38.51885573,128.8624515,14.68307312
mt/set_18/frenetic/test-847,87.29649218,-15.26568499,0.029932716,-27.77056527,0.226914191,55.69544753,34.03587609,-332.1903172,129.4324091,117.0200413
mt/set_18/frenetic/test-129,29.10291508,8.630019431,-0.011605992,-27.77412462,0.249443826,210.0268942,35.86085195,-303.1272769,129.0579656,134.0541287
mt/set_18/frenetic/test-150,77.61382003,-18.14535464,0.035579127,-27.77308745,0.240893226,51.90557466,40.79388974,-332.5986662,129.1467021,116.3857169
mt/set_18/frenetic/test-762,66.66306314,-86.35934346,0.169332046,-27.77353937,0,171.5301496,56.07555526,-328.3931749,149.3438464,119.2776894
mt/set_18/frenetic/test-400,39.80388739,0.442764207,-0.000868165,-27.77461245,0.231876138,339.6566087,85.19489189,-341.1775562,159.1134563,147.1692845
mt/set_18/frenetic/test-69,23.89494722,9.133000625,-0.011607437,-27.77684199,0.215408802,428.623449,87.8916383,-348.2487428,149.1667287,148.6425732
mt/set_18/frenetic/test-485,125.2722413,-156.5046315,0.306871827,-27.76264653,0.191865432,221.7437084,27.51126467,-275.5804026,139.2523419,107.8382626
mt/set_18/frenetic/test-836,91.88202642,-148.9210015,0.292001964,-27.76714068,0.165455495,159.6331827,26.17756108,-286.7178418,149.2121189,95.67727082
mt/set_18/frenetic/test-532,122.2519853,-510,1,-27.79209963,0,580.9278356,312.0583469,-172.9057843,130.1602108,183.0441833
mt/set_18/frenetic/test-31,92.17490332,-223.2189351,0.437684186,-27.7589757,0.210849637,97.36260054,21.32690512,-36.99124931,148.7834757,20.28614068
mt/set_18/frenetic/test-592,139.2834309,-510,1,-27.7925646,0,207.0586731,99.0017956,-332.5064802,189.1991254,105.6525075
mt/set_18/frenetic/test-180,87.75707521,-63.33572244,0.124187691,-27.77000627,0,55.53781728,34.73847758,-330.4540017,129.4530605,110.8065465
mt/set_18/frenetic/test-943,28.74638742,-13.78619404,0.027031753,-27.77320065,0,106.408541,26.57191505,-343.0299517,138.7262355,161.5818786
mt/set_18/frenetic/test-623,72.46428523,-4.532396503,0.012391185,-27.7751935,0.224227601,121.9696205,38.41286711,-324.8660122,149.2854728,109.9153959
mt/set_18/frenetic/test-381,52.88607514,5.654265651,-0.006674591,-27.77376179,0.172508425,144.9427361,65.62921092,-338.9351411,149.3684414,123.9288569
mt/set_18/frenetic/test-651,60.99859964,0,-0.029414953,-27.77757158,0,351.8300548,84.12622963,-345.13465,169.7699865,132.0440122
mt/set_18/frenetic/test-590,69.54739013,-266.2156346,0.52199144,-27.75277151,0.182845992,196.129681,342.7395774,-54.87378774,178.8967534,117.828998
mt/set_18/frenetic/test-257,137.5040662,47.94195292,-0.206573126,-27.79574857,0,561.4917244,352.6392394,-109.8897259,188.9709064,135.2493996
mt/set_18/frenetic/test-768,42.18405739,7.16922835,-0.01405731,-27.7759655,0,279.5978234,69.29788642,-274.2113301,139.5846152,118.4400944
mt/set_18/frenetic/test-294,95.85217807,2.639409493,0.002646813,-27.7743088,0,441.9384899,98.64333138,-330.801329,209.1141895,113.5308872
mt/set_18/frenetic/test-865,51.76748274,-9.184663973,0.018009145,-27.7734173,0.174432788,268.9892348,88.27602775,-15.55368481,129.2650295,34.21050721
mt/set_18/frenetic/test-541,115.0777249,-162.2938735,0.318223281,-27.76871717,0.070013155,86.08901941,37.79206151,-310.6839371,129.4563306,103.7887047
mt/set_18/frenetic/test-584,45.89538695,-2.315187778,0.006172408,-27.77574421,0,241.2856537,92.24119623,-337.5728892,149.4475897,126.486678
mt/set_18/frenetic/test-733,78.61362027,-101.7496614,0.19950914,-27.76175974,0.216412637,308.0034894,340.5071045,-249.0884387,168.8384899,159.6066924
mt/set_18/frenetic/test-29,28.21581118,24.15193599,-0.039287322,-27.77732671,0,440.020765,79.12678398,-242.9704758,149.6242326,108.3846845
mt/set_18/frenetic/test-162,47.80399264,0.092146449,-0.000180679,-27.77571893,0.195279832,217.3006791,40.82283765,-262.7235634,199.1402399,78.95074099
mt/set_18/frenetic/test-831,52.72905631,-92.57539377,0.18152038,-27.77047572,0,170.3522818,31.86180495,-50.83263067,218.9328446,23.60410655
mt/set_18/frenetic/test-559,21.33605476,-9.183374339,0.024539561,-27.77573457,0,500.2023814,351.7633433,-349.7930035,179.5921529,185.2289061
mt/set_18/frenetic/test-177,31.00483082,-107.8487472,0.212525988,-27.75757493,0,110.3035189,338.1891213,-61.41656778,159.6211127,106.2741245
mt/set_18/frenetic/test-312,89.68855052,-331.7615462,0.650512836,-27.75751571,0.153891917,295.6080011,-0.497897689,-83.8591764,149.2652941,29.3563659
mt/set_18/frenetic/test-588,47.74729256,-9.93997333,0.019490144,-27.77430074,0.174322437,927.8193153,197.0772445,-336.0446592,169.3182357,148.3133463
mt/set_18/frenetic/test-70,0,203.6701206,-0.292608989,-27.79997971,0,712.7488556,89.15349901,-197.8926727,139.8367148,112.8460326
mt/set_18/frenetic/test-418,69.9651856,-99.88905007,0.195860882,-27.76397125,0.296873924,413.9469762,69.4773558,-341.5775388,168.6520093,150.7983063
mt/set_18/frenetic/test-459,43.5872623,-0.744510342,0.001698212,-27.77554148,0.115716849,110.5938061,52.56079923,-336.6792344,149.2755457,108.7405393
mt/set_18/frenetic/test-412,55.02341651,-59.2043238,0.116086909,-27.7513759,0.098053446,175.0785251,55.92326957,-16.65721109,198.2481045,22.61033932
mt/set_18/frenetic/test-93,44.36720484,2.828027311,-0.004348598,-27.77800354,0.221109388,337.5116806,91.72415193,-334.7504662,129.4445869,144.2601113
mt/set_18/frenetic/test-501,92.00985254,8.707874436,-0.011450153,-27.77655321,0.231597947,249.5749168,74.84609738,-331.1456199,129.5467273,131.1771668
mt/set_18/frenetic/test-947,129.7510783,-241.3852616,0.473304435,-27.7608975,0.229061424,161.5962398,36.83547246,-335.750845,159.2202435,102.5961586
mt/set_18/frenetic/test-791,43.00031291,1.448195156,-0.002839598,-27.7757515,0,148.703082,57.3371383,-305.9021839,169.4393146,96.80824049
mt/set_18/frenetic/test-602,57.62598891,-0.319919419,0.002070932,-27.77648743,0.159259217,76.31873004,45.01699551,-349.7338956,129.2183699,117.6689186
mt/set_18/frenetic/test-163,61.85406306,-58.48249979,0.114671568,-27.7595925,0,109.3579465,47.00590919,-16.19138897,138.8472243,21.73941477
mt/set_18/frenetic/test-694,70.99438642,-91.78282046,0.179966315,-27.77118728,0.110648164,84.42919675,53.66304528,-331.2135248,179.037338,93.87502664
mt/set_18/frenetic/test-35,47.38675254,-66.03875957,0.129487764,-27.75315896,0.215132419,79.18477895,30.43954538,-14.8763238,168.5654984,14.31381299
mt/set_18/frenetic/test-469,46.61575188,34.41751007,-0.067485314,-27.77499528,0.18960431,282.9078882,115.3898371,-317.7458448,149.7915,141.946185
mt/set_18/frenetic/test-433,55.95790193,4.870422052,0.009622627,-27.77699741,0.238124609,208.9763245,68.25531005,-328.8569434,159.2883147,121.7704538
mt/set_18/frenetic/test-932,26.53694402,-4.565135407,0.008951246,-27.77387503,0,225.2405157,57.04191307,-2.228691885,168.5273577,19.3803994
mt/set_18/frenetic/test-820,58.40543148,-201.2838451,0.394674206,-27.7593234,0.175773528,536.2337103,1.980954005,-97.75749622,139.0293663,37.21754285
mt/set_18/frenetic/test-394,64.13557713,-27.68255831,0.054279526,-27.76945768,0.170483995,503.7807382,137.6972561,-352.4388364,169.5140369,129.3935696
mt/set_18/frenetic/test-878,65.57800838,4.001472661,-0.004350936,-27.77388052,0.220039374,86.62418201,53.84064849,-338.7045458,129.2833102,114.4084294
mt/set_18/frenetic/test-699,33.85347304,-36.82528928,0.07220645,-27.76961352,0.253395491,66.76614303,30.31475541,-11.68430418,148.664216,11.80063743
mt/set_18/frenetic/test-503,71.35558655,20.22684139,-0.028703375,-27.77740563,0.115716849,333.2554056,78.07403567,-315.1236715,139.5413483,149.6307178
mt/set_18/frenetic/test-76,80.80062075,-278.9058913,0.546874297,-27.7600864,0.245057524,148.438951,0.222911439,-46.96621428,139.0567927,19.0285844
mt/set_18/frenetic/test-961,29.9669446,-21.54754255,0.042250083,-27.77136604,0.149447964,79.86662628,27.27378198,-336.9309253,138.9322441,116.2837356
mt/set_18/frenetic/test-653,99.41498705,-33.31925965,0.065331882,-27.76727509,0.236382899,176.8108838,54.01400853,-265.9286214,129.4546217,101.1096862
mt/set_18/frenetic/test-365,81.77656453,-119.6015324,0.234512809,-27.76572554,0.237486842,340.7322959,65.00303988,-275.9011367,188.78753,94.18694509
mt/set_18/frenetic/test-405,88.55278583,-99.87995397,0.195843047,-27.76688601,0.147139498,419.6032168,118.5404961,-335.7959565,179.5096085,130.3509304
mt/set_18/frenetic/test-615,121.3233403,-180.3298873,0.353588014,-27.759436,0.225903031,330.9542565,74.40147009,-65.15122886,178.7671502,35.34135925
mt/set_18/frenetic/test-419,42.36122366,10.41075674,-0.020413249,-27.77321734,0.202881315,161.7779977,39.02245191,-286.7451054,129.3189999,109.2420868
mt/set_18/frenetic/test-547,129.3861437,-245.4582915,0.481290768,-27.75992703,0,227.5975806,41.77027976,-316.8800926,149.3305422,121.6645886
mt/set_18/frenetic/test-72,33.62049017,-5.748406015,0.016586793,-27.77554665,0,167.0404287,55.95240445,-313.7165388,129.3677947,130.7413866
